cliente_id,contrato_id,edad,provincia,antiguedad_meses,cuota_mensual,canal,producto,ingresos_mensuales,incidencias_12m,satisfaccion,fecha_alta,abandono
CLI-003526,CTR-003526,29,Barcelona,5,93.15,Web,Estándar,,2,7,2026-04-22,Sí
CLI-001850,CTR-001850,47,Málaga,83,60.48,Teléfono,Premium,2012.89,1,,2019-10-24,No
CLI-008540,CTR-008540,30,Sevilla,21,37.07,Tienda,Básico,1878.65,5,,2024-12-10,No
CLI-001256,CTR-001256,40,Madrid,70,56.42,Tienda,Estándar,3110.36,2,8,2020-11-25,No
CLI-001052,CTR-001052,49,Barcelona,14,70.02,Aplicación,Estándar,1686.19,4,,2025-07-16,Sí
CLI-000074,CTR-000074,59,Barcelona,31,84.99,Aplicación,Premium,2571.06,0,,2024-02-18,No
CLI-008294,CTR-008294,37,Barcelona,1,68.61,Tienda,Básico,1650.07,1,,2026-08-04,Sí
CLI-004427,CTR-004427,82,Barcelona,73,78.45,Web,Estándar,2475.55,2,6,2020-08-06,No
CLI-008060,CTR-008060,57,Madrid,72,47.64,Web,Básico,2754.7,3,6,2020-09-02,No
CLI-006589,CTR-006589,27,Valencia,43,84.65,web,Estándar,1886.29,3,6,2023-02-07,Sí
CLI-004984,CTR-004984,52,Barcelona,95,39.04,Aplicación,Empresa,2535.58,3,7,2018-10-18,No
CLI-000632,CTR-000632,40,Murcia,8,55.64,Web,Básico,1231.98,4,4,2026-01-27,Sí
CLI-007403,CTR-007403,41,Barcelona,43,67.98,Aplicación,Básico,2274.05,5,,2023-02-27,No
CLI-008258,CTR-008258,36,Barcelona,96,83.89,Tienda,Empresa,,0,,2018-09-26,No
CLI-001728,CTR-001728,30,Sevilla,61,32.91,Teléfono,Estándar,5159.19,0,,2021-08-21,No
CLI-009623,CTR-009623,34,Valencia,5,172.24,Teléfono,Básico,10993.35,6,,2026-04-14,Sí
CLI-001666,CTR-001666,45,Valencia,15,59.97,Teléfono,Estándar,2676.61,7,6,2025-06-24,Sí
CLI-009064,CTR-009064,70,Málaga,47,53.61,web,Básico,2373.03,1,7,2022-10-21,No
CLI-002960,CTR-002960,33,Madrid,75,68.39,Tienda,Estándar,,3,8,2020-06-14,No
CLI-004385,CTR-004385,38,Valencia,9,87.91,Teléfono,Básico,1102.75,3,,2025-12-11,Sí
CLI-005210,CTR-005210,57,Zaragoza,92,69.06,Tienda,Premium,2839.21,0,,2019-01-09,No
CLI-007573,CTR-007573,48,Valencia,2,105.67,Web,Estándar,819.15,5,,2026-07-04,Sí
CLI-005204,CTR-005204,60,Barcelona,9,66.17,Teléfono,Estándar,3218.77,3,7,2025-12-14,No
CLI-002958,CTR-002958,24,Murcia,13,31.62,Tienda,Básico,,2,6,2025-08-13,No
CLI-004366,CTR-004366,35,Barcelona,3,89.83,Web,Básico,,2,7,2026-06-08,Sí
CLI-002352,CTR-002352,18,Málaga,45,47.15,Web,Estándar,2756.17,2,5,2022-12-27,Sí
CLI-009705,CTR-009705,53,Barcelona,83,42.97,Web,Estándar,1707.74,3,10,2019-10-17,No
CLI-001150,CTR-001150,29,Valencia,35,42.38,Teléfono,Estándar,1142.32,3,,2023-10-17,Sí
CLI-002998,CTR-002998,30,Madrid,2,62.87,Aplicación,Empresa,1586,3,,2026-07-09,Sí
CLI-003782,CTR-003782,23,Málaga,57,68.88,Web,Básico,,2,7,2021-12-14,No
CLI-002348,CTR-002348,42,Madrid,68,86.39,Tienda,Premium,1546.67,0,9,2021-01-19,No
CLI-009325,CTR-009325,28,Madrid,9,56,Aplicación,Estándar,3003.31,3,,2025-12-23,Sí
CLI-000969,CTR-000969,41,Barcelona,73,55.6,Tienda,Estándar,1048.88,0,6,2020-08-08,No
CLI-007749,CTR-007749,59,Alicante,73,27.36,Teléfono,Básico,1413.7,1,,2020-08-18,No
CLI-002779,CTR-002779,58,Valencia,75,78.6,Web,Premium,3613.95,2,6,2020-06-08,No
CLI-004524,CTR-004524,25,Barcelona,17,46.87,Tienda,Premium,,0,8,2025-04-28,No
CLI-008709,CTR-008709,21,Madrid,26,59.69,Aplicación,Estándar,1826.58,3,5,2024-07-16,Sí
CLI-009174,CTR-009174,37,Barcelona,40,55.89,Aplicación,Empresa,2818.39,1,8,2023-05-18,No
CLI-001837,CTR-001837,48,Madrid,24,82.13,Tienda,Premium,1072.98,0,7,2024-09-02,No
CLI-003483,CTR-003483,43,Madrid,25,39.3,Aplicación,Empresa,3072.26,2,4,2024-08-28,No
CLI-000098,CTR-009948,48,Madrid,26,89.16,Tienda,Premium,4292.07,6,5,2024-07-03,Sí
CLI-002582,CTR-002582,52,Barcelona,86,77.79,Teléfono,Estándar,2409.44,3,6,2019-07-14,No
CLI-003005,CTR-003005,53,Zaragoza,55,48.29,Teléfono,Básico,3056.88,2,,2022-02-01,No
CLI-002576,CTR-002576,23,Murcia,23,47.3,Aplicación,Empresa,,2,8,2024-10-10,No
CLI-008733,CTR-008733,56,Madrid,45,59.18,Tienda,Estándar,,0,8,2022-12-22,No
CLI-006153,CTR-006153,32,Madrid,25,59.2,Tienda,Estándar,2925.04,3,5,2024-08-01,Sí
CLI-007203,CTR-007203,32,Murcia,90,53.66,Teléfono,Estándar,799.12,1,,2019-03-21,No
CLI-003127,CTR-003127,56,Málaga,89,73.53,Tienda,Básico,2600.49,4,9,2019-04-08,No
CLI-006096,CTR-006096,39,Sevilla,66,51.85,Web,Básico,2225.92,2,6,2021-03-14,No
CLI-006596,CTR-006596,25,Valencia,93,73.41,Teléfono,Básico,2828.03,6,,2018-12-24,No
CLI-001349,CTR-001349,40,Alicante,19,48.08,Web,Estándar,1813.64,5,,2025-02-12,Sí
CLI-001423,CTR-001423,49,Barcelona,64,58.1,Aplicación,Básico,,0,,2021-05-26,No
CLI-005192,CTR-005192,47,Madrid,79,52.18,Aplicación,Básico,1077.68,0,,2020-02-15,No
CLI-001748,CTR-001748,39,Málaga,21,89.58,Teléfono,Premium,2356.42,1,,2024-12-10,No
CLI-001926,CTR-001926,48,Alicante,2,67.49,Teléfono,Empresa,1769.62,2,6,2026-07-05,Sí
CLI-004099,CTR-004099,30,Barcelona,66,80.69,Web,Empresa,1965.5,1,6,2021-03-04,No
CLI-001359,CTR-001359,30,Zaragoza,81,39.03,Web,Estándar,,0,7,2019-12-17,No
CLI-007775,CTR-007775,34,Sevilla,68,40.66,Aplicación,Básico,4838.87,2,7,2021-01-22,No
CLI-005819,CTR-005819,44,Barcelona,43,76.74,Web,Premium,,3,5,2023-02-01,Sí
CLI-001286,CTR-001286,49,Valencia,28,134.22,Teléfono,Básico,9311.85,3,,2024-05-22,No
CLI-005757,CTR-005757,41,Valencia,62,49.71,Aplicación,Estándar,,2,5,2021-07-14,No
CLI-000471,CTR-000471,45,Zaragoza,12,104.88,Web,Básico,3278.82,5,4,2025-09-24,Sí
CLI-001164,CTR-001164,43,Zaragoza,44,49.94,Tienda,Estándar,2564.04,5,3,2023-01-11,Sí
CLI-005087,CTR-005087,56,Barcelona,15,87.45,Teléfono,Estándar,,5,,2025-06-23,Sí
CLI-003232,CTR-003232,37,Zaragoza,27,53.89,Aplicación,Empresa,1429.1,6,,2024-06-16,Sí
CLI-004225,CTR-004225,44,Madrid,47,61.85,Web,Básico,2430.9,6,,2022-10-27,Sí
CLI-005705,CTR-005705,51,Madrid,43,54.04,Tienda,Estándar,1557.42,4,8,2023-02-24,No
CLI-007125,CTR-007125,53,Valencia,83,42.84,WEB,Estándar,3108.46,1,8,2019-10-13,No
CLI-001061,CTR-001061,29,Sevilla,34,60.28,Tienda,Básico,2385.34,6,5,2023-11-06,Sí
CLI-008513,CTR-008513,51,Barcelona,5,76.46,WEB,Estándar,,4,4,2026-04-13,Sí
CLI-008140,CTR-008140,33,Madrid,39,62.25,Web,Premium,,3,4,2023-06-06,Sí
CLI-001163,CTR-001163,43,Zaragoza,39,86.45,Web,Estándar,851.32,7,,2023-06-16,Sí
CLI-003597,CTR-003597,50,Murcia,8,55.66,Web,Estándar,1996.7,4,3,2026-01-25,Sí
CLI-008346,CTR-008346,42,Barcelona,45,56.08,Web,Premium,1140.8,3,6,2022-12-12,Sí
CLI-006013,CTR-006013,39,Zaragoza,62,47.42,Tienda,Básico,1699.01,3,5,2021-07-16,No
CLI-005664,CTR-005664,21,Barcelona,7,28.84,Tienda,Premium,1458.49,5,,2026-02-09,Sí
CLI-008817,CTR-008817,26,Alicante,37,109.15,Web,Estándar,2524.81,2,4,2023-08-27,Sí
CLI-006418,CTR-006418,36,Barcelona,46,78.02,Tienda,Básico,1064.32,2,6,2022-11-13,Sí
CLI-002915,CTR-002915,52,Barcelona,8,54.07,Web,Estándar,,2,2,2026-01-16,Sí
CLI-005937,CTR-005937,51,Málaga,40,94.48,Web,Empresa,2103.04,4,7,2023-05-04,Sí
CLI-000029,CTR-000029,55,Barcelona,89,14.9,Tienda,Básico,,2,8,2019-04-17,No
CLI-004489,CTR-004489,55,Valencia,95,57.64,Tienda,Premium,2092.32,2,,2018-10-06,No
CLI-000574,CTR-000574,38,Barcelona,21,90.6,Web,Premium,2368.27,2,5,2024-12-19,No
CLI-008696,CTR-008696,55,Murcia,49,61.12,Web,Estándar,1160.9,1,9,2022-08-01,No
CLI-008374,CTR-008374,38,Sevilla,10,61.6,Web,Premium,750,3,5,2025-11-01,Sí
CLI-005274,CTR-005274,27,Sevilla,34,85.91,Teléfono,Básico,2348.12,0,5,2023-11-12,Sí
CLI-006549,CTR-006549,24,Valencia,89,51.09,Web,Estándar,3106.31,2,,2019-04-19,No
CLI-009786,CTR-009786,29,Barcelona,90,62.87,Aplicación,Estándar,2689.99,0,,2019-03-17,No
CLI-009129,CTR-009129,38,Alicante,48,61.74,Web,Premium,,3,5,2022-09-16,Sí
CLI-005427,CTR-005427,18,Madrid,19,64.24,Web,Estándar,3095.93,3,7,2025-02-15,No
CLI-003367,CTR-003367,26,Madrid,21,67.29,Web,Estándar,2092.05,4,5,2024-12-03,Sí
CLI-001407,CTR-001407,57,Valencia,11,124.61,Tienda,Estándar,1307.12,4,7,2025-10-24,Sí
CLI-003488,CTR-003488,54,Sevilla,45,51.12,Web,Estándar,2809.33,5,4,2022-12-19,Sí
CLI-005196,CTR-005196,62,Zaragoza,13,79.93,Aplicación,Básico,2611.9,3,,2025-08-04,No
CLI-006883,CTR-006883,34,Madrid,50,55.59,Web,Premium,1908.89,3,6,2022-07-02,No
CLI-000558,CTR-000558,40,Murcia,29,126,Teléfono,Estándar,6652.32,7,5,2024-04-06,Sí
CLI-005978,CTR-005978,40,Alicante,79,48.06,WEB,Empresa,1246.58,1,8,2020-02-09,No
CLI-002501,CTR-002501,34,Murcia,30,52.98,Teléfono,Premium,1415.62,0,5,2024-03-27,No
CLI-008815,CTR-008815,42,Barcelona,24,70.54,Teléfono,Básico,1696.44,3,,2024-09-15,Sí
CLI-006220,CTR-006220,56,Alicante,38,41.42,Aplicación,Empresa,2110.31,5,,2023-07-10,Sí
CLI-001608,CTR-001608,37,Madrid,88,78.03,Aplicación,Empresa,3359.79,6,,2019-05-21,No
CLI-001282,CTR-001282,45,Málaga,50,48.5,Tienda,Estándar,2597.5,2,8,2022-07-15,No
CLI-002399,CTR-002399,64,Alicante,56,74,Teléfono,Estándar,2852.88,2,8,2022-01-06,No
CLI-000937,CTR-000937,59,Barcelona,32,46.33,Teléfono,Estándar,2336.68,6,,2024-01-24,Sí
CLI-001891,CTR-001891,32,Valencia,3,60.01,Aplicación,Empresa,,6,8,2026-06-26,Sí
CLI-006131,CTR-006131,50,Valencia,25,41.23,Web,Estándar,2462.73,4,5,2024-08-24,Sí
CLI-007696,CTR-007696,57,Barcelona,44,55.56,Web,Empresa,1930.24,0,,2023-01-13,No
CLI-002278,CTR-002278,40,Zaragoza,48,64.89,Tienda,Estándar,1509.85,0,,2022-09-26,No
CLI-002730,CTR-002730,48,Barcelona,43,60.91,Web,Premium,2138.81,5,5,2023-02-01,Sí
CLI-003032,CTR-003032,29,Barcelona,32,73.33,Tienda,Premium,2845.52,0,9,2024-01-27,No
CLI-001790,CTR-001790,53,Madrid,4,87.91,Web,Estándar,2079.6,3,5,2026-05-17,Sí
CLI-008766,CTR-008766,61,Zaragoza,42,67.37,Tienda,Premium,750,2,7,2023-03-22,Sí
CLI-009560,CTR-009560,24,Madrid,10,67.21,Tienda,Estándar,2683.23,3,,2025-11-26,Sí
CLI-009316,CTR-009316,24,Barcelona,34,29.07,Tienda,Básico,1483.26,2,9,2023-11-17,No
CLI-003837,CTR-003837,53,Madrid,34,45.28,Aplicación,Estándar,3363.82,2,,2023-11-01,No
CLI-003457,CTR-003457,38,Madrid,60,82.7,Tienda,Básico,2669.96,1,7,2021-09-17,No
CLI-008673,CTR-008673,42,Valencia,22,38.76,Aplicación,Básico,3095.14,1,5,2024-11-27,No
CLI-007138,CTR-007138,36,Barcelona,33,82.41,Web,Estándar,2795.3,6,,2023-12-10,Sí
CLI-004710,CTR-004710,18,Murcia,46,67.1,Aplicación,Estándar,1833.23,4,5,2022-11-26,Sí
CLI-000008,CTR-000008,46,Zaragoza,19,74.98,Teléfono,Premium,885.77,4,4,2025-02-21,Sí
CLI-001600,CTR-001600,34,Sevilla,11,114.13,Web,Premium,2685.16,8,3,2025-10-09,Sí
CLI-001578,CTR-001578,40,Barcelona,5,41.54,Tienda,Premium,1608.92,3,,2026-04-25,Sí
CLI-006150,CTR-006150,26,Murcia,48,71.55,Teléfono,Básico,,1,7,2022-09-08,No
CLI-006836,CTR-006836,46,Madrid,17,81.06,web,Premium,1752.85,2,5,2025-04-24,Sí
CLI-006429,CTR-006429,23,Valencia,48,52.67,Web,Básico,2763.32,5,,2022-09-16,Sí
CLI-000765,CTR-000765,42,Zaragoza,15,86.32,Aplicación,Básico,2082.59,4,5,2025-06-04,Sí
CLI-006630,CTR-006630,35,Madrid,49,80.03,Tienda,Básico,2726.89,3,8,2022-08-24,No
CLI-009289,CTR-009289,30,Barcelona,12,56.96,Teléfono,Premium,2764.89,5,5,2025-09-06,Sí
CLI-007626,CTR-007626,35,Barcelona,94,49.9,Web,Básico,750,2,8,2018-11-10,No
CLI-002267,CTR-002267,32,Madrid,91,27.94,Teléfono,Estándar,3482.88,6,7,2019-02-01,No
CLI-004103,CTR-004103,36,Valencia,42,78.18,Web,Básico,2276.34,2,6,2023-03-01,No
CLI-007670,CTR-007670,47,Murcia,64,75.92,Tienda,Estándar,2680.7,1,9,2021-05-14,No
CLI-005498,CTR-005498,37,Barcelona,36,53.12,Tienda,Básico,3405.94,5,7,2023-09-06,No
CLI-004138,CTR-004138,27,Madrid,30,49.03,web,Básico,1813.37,3,4,2024-03-02,No
CLI-002093,CTR-002093,45,Valencia,70,72.31,Tienda,Estándar,3690.41,2,8,2020-11-23,No
CLI-004308,CTR-004308,40,Madrid,36,89.87,Tienda,Estándar,1828.58,5,8,2023-09-17,Sí
CLI-004885,CTR-004885,18,Madrid,45,60,Aplicación,Estándar,3011.07,0,5,2022-12-05,Sí
CLI-004972,CTR-004972,38,Alicante,45,86.06,Aplicación,Básico,2477.08,4,7,2022-12-28,Sí
CLI-007706,CTR-007706,18,Madrid,74,39.11,Tienda,Estándar,3795.98,1,7,2020-07-27,No
CLI-006364,CTR-006364,30,Zaragoza,95,48.77,Web,Básico,1863.9,4,8,2018-10-04,No
CLI-000924,CTR-000924,44,Valencia,78,74.54,Teléfono,Básico,,2,7,2020-03-22,No
CLI-006180,CTR-006180,61,Valencia,64,56.7,Tienda,Estándar,,3,,2021-05-07,No
CLI-003614,CTR-003614,29,Zaragoza,16,52.43,Aplicación,Premium,2350.87,2,6,2025-05-02,No
CLI-005149,CTR-005149,37,Murcia,34,68.68,Tienda,Estándar,2839.65,4,,2023-11-06,Sí
CLI-007100,CTR-007100,36,Sevilla,85,39.77,Tienda,Empresa,1290.2,0,9,2019-08-17,No
CLI-001292,CTR-001292,26,Madrid,46,58.04,web,Estándar,,0,5,2022-11-02,Sí
CLI-007514,CTR-007514,27,Sevilla,30,98.75,Web,Básico,896.13,6,2,2024-03-17,Sí
CLI-007398,CTR-007398,41,Barcelona,-10,45.67,Tienda,Básico,2984.19,7,4,2024-05-14,Sí
CLI-007554,CTR-007554,52,Alicante,54,70.31,Web,Básico,2552.55,2,9,2022-03-12,No
CLI-008152,CTR-008152,38,Barcelona,42,83.62,Tienda,Básico,2566.07,4,6,2023-03-03,Sí
CLI-007310,CTR-007310,47,Barcelona,61,55.88,Aplicación,Básico,3492.77,2,,2021-08-21,No
CLI-002006,CTR-002006,33,Madrid,33,59.88,Web,Estándar,2531.6,3,8,2023-12-15,No
CLI-002053,CTR-002053,27,Barcelona,43,81.21,Tienda,Básico,1577.33,3,,2023-02-19,Sí
CLI-009201,CTR-009201,33,Barcelona,15,69.35,Teléfono,Estándar,3586.67,1,,2025-06-17,No
CLI-001822,CTR-001822,50,Málaga,8,93.46,Teléfono,Premium,2314.01,2,,2026-01-11,No
CLI-001531,CTR-001531,44,Barcelona,22,35.41,Tienda,Premium,2293.23,3,7,2024-11-12,Sí
CLI-004059,CTR-004059,45,Valencia,87,61.87,Web,Estándar,3418.34,1,9,2019-06-10,No
CLI-009452,CTR-009452,45,Alicante,41,54.96,Teléfono,Básico,2345.16,1,8,2023-04-23,No
CLI-008523,CTR-008523,30,Málaga,78,99.38,Web,Estándar,2091.26,4,10,2020-03-03,No
CLI-008526,CTR-008526,21,Sevilla,75,35.3,Web,Básico,1956.52,0,,2020-06-01,No
CLI-000771,CTR-000771,24,Valencia,14,64.65,Web,Básico,2651.33,1,4,2025-07-28,Sí
CLI-000105,CTR-000105,36,Madrid,31,55.85,Aplicación,Estándar,,0,9,2024-02-19,No
CLI-005128,CTR-005128,40,Madrid,4,55.1,Teléfono,Premium,3903.48,6,4,2026-05-26,Sí
CLI-000279,CTR-000279,44,Valencia,1,46.53,Aplicación,Básico,3357.94,3,5,2026-08-04,Sí
CLI-007209,CTR-007209,30,Sevilla,3,71.13,Tienda,Básico,2853.41,4,,2026-06-07,Sí
CLI-004593,CTR-004593,54,Valencia,68,57.38,Tienda,Empresa,,3,9,2021-01-06,No
CLI-008991,CTR-008991,43,Málaga,96,68.5,Aplicación,Básico,4567.68,0,7,2018-09-18,No
CLI-002129,CTR-002129,44,Sevilla,63,69.1,Teléfono,Estándar,2900.54,3,,2021-06-28,No
CLI-009682,CTR-009682,26,Barcelona,19,51.05,Aplicación,Estándar,3974.92,6,6,2025-02-28,Sí
CLI-006611,CTR-006611,32,Valencia,45,44.18,Web,Estándar,2625.91,8,,2022-12-23,Sí
CLI-003123,CTR-003123,38,Madrid,38,100.91,Aplicación,Básico,2032.44,0,7,2023-07-16,No
CLI-008859,CTR-008859,70,Barcelona,75,61.21,Tienda,Estándar,,0,,2020-06-10,No
CLI-002231,CTR-002231,31,Madrid,15,62.04,Tienda,Empresa,1724.45,0,4,2025-06-26,No
CLI-007951,CTR-007951,47,Zaragoza,57,69.24,Web,Básico,3451.93,0,8,2021-12-11,No
CLI-003438,CTR-003438,51,Valencia,28,52.34,Teléfono,Empresa,1750.57,4,,2024-05-03,No
CLI-004676,CTR-004676,36,Murcia,31,42.77,Web,Básico,2423.86,3,,2024-02-14,Sí
CLI-001239,CTR-001239,42,Barcelona,10,92.03,Web,Empresa,,5,1,2025-11-16,Sí
CLI-006308,CTR-006308,26,Alicante,10,75.1,,Estándar,2461.65,2,,2025-11-01,Sí
CLI-001030,CTR-001030,38,Barcelona,38,48.31,Tienda,Estándar,3125,2,3,2023-07-13,Sí
CLI-001257,CTR-001257,61,Madrid,28,66.52,Tienda,Estándar,3015.44,3,,2024-05-26,Sí
CLI-005346,CTR-005346,39,Murcia,48,37.51,Web,Estándar,2380.93,0,7,2022-09-12,No
CLI-003868,CTR-003868,27,Madrid,2,54.13,Aplicación,Básico,1695.37,4,5,2026-07-21,Sí
CLI-007687,CTR-007687,30,Alicante,2,47.83,Tienda,Estándar,1688.25,4,3,2026-07-26,Sí
CLI-000067,CTR-009917,31,Barcelona,24,90.18,Tienda,Estándar,,6,7,2024-09-06,Sí
CLI-001236,CTR-001236,42,Barcelona,6,92.75,Teléfono,Estándar,1688.91,3,5,2026-03-27,Sí
CLI-003680,CTR-003680,59,Murcia,95,57.34,Teléfono,Básico,4330.46,3,,2018-10-24,No
CLI-008836,CTR-008836,37,Madrid,52,43.33,Web,Básico,,4,6,2022-05-15,No
CLI-008335,CTR-008335,35,Valencia,71,77.7,Teléfono,Básico,1925.98,3,,2020-10-01,No
CLI-008043,CTR-008043,46,Barcelona,85,36.24,Tienda,Estándar,3407.34,3,9,2019-08-27,No
CLI-002307,CTR-002307,42,Málaga,44,50.97,Aplicación,Premium,,0,8,2023-01-11,No
CLI-007390,CTR-007390,43,Alicante,48,32.05,Teléfono,Premium,,3,8,2022-09-25,No
CLI-009476,CTR-009476,26,Barcelona,96,58.68,Web,Premium,2860.56,1,7,2018-09-27,No
CLI-006747,CTR-006747,51,Barcelona,27,30.45,Web,Estándar,1251.65,5,4,2024-06-23,Sí
CLI-006772,CTR-006772,37,Murcia,66,26.93,Web,Estándar,2269.39,0,7,2021-03-15,No
CLI-005406,CTR-005406,55,Sevilla,36,35.63,Aplicación,Estándar,3871.26,3,,2023-09-16,No
CLI-007507,CTR-007507,47,Sevilla,30,75.89,Web,Básico,1992.74,0,,2024-03-03,No
CLI-009042,CTR-009042,31,Murcia,25,38.83,Teléfono,Básico,,3,10,2024-08-20,No
CLI-002035,CTR-002035,55,Madrid,15,87.16,Web,Básico,,8,,2025-06-19,Sí
CLI-009356,CTR-009356,63,Barcelona,37,60.18,Tienda,Estándar,2868.07,4,7,2023-08-11,Sí
CLI-000440,CTR-000440,53,Madrid,19,92.99,Teléfono,Estándar,,3,5,2025-02-15,Sí
CLI-003335,CTR-003335,42,Madrid,9,55.68,Tienda,Premium,2916.56,1,7,2025-12-21,No
CLI-005359,CTR-005359,50,Murcia,11,80.62,Aplicación,Premium,2629.19,5,5,2025-10-26,Sí
CLI-005765,CTR-005765,40,Valencia,34,116.87,Web,Empresa,3356.97,6,4,2023-11-07,Sí
CLI-003304,CTR-003304,47,Sevilla,45,25.66,Web,Premium,1515.3,1,5,2022-12-02,No
CLI-005749,CTR-005749,18,Alicante,88,62.49,Teléfono,Premium,2993.71,1,,2019-05-19,No
CLI-008049,CTR-008049,48,Madrid,45,38.05,Web,Básico,3417.32,2,8,2022-12-28,No
CLI-009468,CTR-009468,23,Madrid,15,85.76,Tienda,Básico,2246.15,5,7,2025-06-14,Sí
CLI-009282,CTR-009282,18,Valencia,32,42.26,Teléfono,Estándar,750,3,3,2024-01-03,Sí
CLI-007018,CTR-007018,60,Madrid,93,73.63,Aplicación,Básico,3562.61,0,6,2018-12-15,No
CLI-005993,CTR-005993,47,Murcia,61,57.14,Web,Básico,2449.35,0,6,2021-08-01,No
CLI-001480,CTR-001480,47,Barcelona,92,58.8,Teléfono,Estándar,2306.47,3,,2019-01-18,No
CLI-006419,CTR-006419,43,Málaga,49,64.35,Tienda,Básico,2789.8,3,7,2022-08-14,No
CLI-001395,CTR-001395,41,Madrid,25,57.79,Teléfono,Básico,2531.1,7,6,2024-08-27,Sí
CLI-001854,CTR-001854,42,Málaga,10,61.53,Web,Básico,,1,,2025-11-19,No
CLI-007363,CTR-007363,46,Sevilla,42,76.81,Teléfono,Estándar,2235.1,4,,2023-03-14,Sí
CLI-004256,CTR-004256,39,Barcelona,20,47.22,Teléfono,Básico,,4,6,2025-01-16,Sí
CLI-009662,CTR-009662,44,Barcelona,30,59.02,Tienda,Estándar,2685.94,2,,2024-03-27,No
CLI-002589,CTR-002589,25,Madrid,24,84.56,Teléfono,Empresa,3273.61,1,,2024-09-23,Sí
CLI-004271,CTR-004271,60,Valencia,4,67.6,WEB,Estándar,750,4,6,2026-05-18,Sí
CLI-002737,CTR-002737,43,Madrid,33,34.04,Tienda,Básico,1821.86,2,8,2023-12-14,No
CLI-000457,CTR-000457,26,Sevilla,8,71.53,Web,Premium,1994.42,4,6,2026-01-24,Sí
CLI-003446,CTR-003446,37,Madrid,88,47.97,Web,Básico,1457.24,3,8,2019-05-25,No
CLI-001927,CTR-001927,40,Barcelona,16,51.27,Tienda,Empresa,750,0,,2025-05-27,Sí
CLI-000915,CTR-000915,37,Sevilla,34,56.33,Tienda,Estándar,2498.19,7,5,2023-11-12,Sí
CLI-006557,CTR-006557,37,Madrid,85,60.52,Web,Premium,2904.45,3,8,2019-08-28,No
CLI-003950,CTR-003950,21,Madrid,42,40.29,Tienda,Básico,1059.94,4,3,2023-03-27,Sí
CLI-007821,CTR-007821,53,Barcelona,13,72.78,Aplicación,Estándar,,2,7,2025-08-16,Sí
CLI-001074,CTR-001074,74,Alicante,54,59.42,Tienda,Estándar,4058.93,4,7,2022-03-21,No
CLI-002411,CTR-002411,58,Valencia,47,86.21,Web,Básico,2423.23,4,,2022-10-13,No
CLI-007949,CTR-007949,38,Valencia,32,25.56,Tienda,Premium,4677.7,5,4,2024-01-24,No
CLI-006085,CTR-006085,38,Zaragoza,24,64.05,Web,Estándar,4459.25,4,6,2024-09-17,Sí
CLI-003325,CTR-003325,42,Málaga,22,82.73,Web,Premium,2220.64,4,6,2024-11-17,Sí
CLI-001446,CTR-001446,57,Alicante,93,51.09,Web,Estándar,2524.27,2,7,2018-12-20,No
CLI-005375,CTR-005375,52,Alicante,53,83.85,Tienda,Empresa,2931.01,1,,2022-04-13,No
CLI-007616,CTR-007616,22,Barcelona,8,67.15,Tienda,Estándar,2277.87,2,5,2026-01-16,Sí
CLI-003321,CTR-003321,43,Madrid,38,51.82,Aplicación,Premium,2201.05,2,,2023-07-25,No
CLI-006885,CTR-006885,46,Málaga,21,64.94,Tienda,Premium,2119.38,2,5,2024-12-11,No
CLI-009523,CTR-009523,19,Madrid,46,69.08,Web,Estándar,,3,4,2022-11-10,Sí
CLI-005388,CTR-005388,51,Sevilla,95,56.62,Teléfono,Estándar,2315.68,0,8,2018-10-05,No
CLI-007143,CTR-007143,48,Madrid,16,52.5,Teléfono,Premium,,1,3,2025-05-26,Sí
CLI-004639,CTR-004639,25,Zaragoza,26,72.5,Tienda,Estándar,2410.11,0,,2024-07-05,No
CLI-008603,CTR-008603,47,Barcelona,11,67.17,Teléfono,Estándar,,1,8,2025-10-06,No
CLI-001827,CTR-001827,44,Málaga,58,64.53,Teléfono,Básico,1493.21,0,9,2021-11-18,No
CLI-001124,CTR-001124,47,Madrid,30,28.19,Teléfono,Estándar,2483.05,6,5,2024-03-17,Sí
CLI-002676,CTR-002676,41,Madrid,21,46.26,Teléfono,Estándar,,3,8,2024-12-27,No
CLI-004477,CTR-004477,50,Valencia,18,82.07,Tienda,Básico,,2,4,2025-03-16,No
CLI-007477,CTR-007477,58,Madrid,56,68.27,Web,Estándar,2732.47,0,10,2022-01-12,No
CLI-008308,CTR-008308,48,Murcia,22,70.37,Web,Estándar,,5,5,2024-11-25,Sí
CLI-008391,CTR-008391,53,Barcelona,79,61.83,Web,Empresa,2119.96,1,9,2020-02-03,No
CLI-003148,CTR-003148,29,Alicante,72,51.2,Teléfono,Básico,3030.13,3,9,2020-09-27,No
CLI-008000,CTR-008000,21,Barcelona,30,60.17,Web,Premium,2482.64,5,7,2024-03-16,Sí
CLI-008002,CTR-008002,45,Sevilla,42,87.27,Tienda,Premium,3647.66,2,3,2023-03-02,Sí
CLI-008948,CTR-008948,28,Madrid,60,36.85,Aplicación,Estándar,3357.43,1,8,2021-09-18,No
CLI-002867,CTR-002867,30,Madrid,83,76.09,Web,Premium,1121.34,0,5,2019-10-18,No
CLI-009143,CTR-009143,51,Barcelona,92,57.87,Aplicación,Premium,1840.98,2,8,2019-01-17,No
